"","job_title","job_location","company_name","job_description","city"
"340","Data Administrator","Kildare","Quorum Search Partners","Following data entry procedures, keeping information confidential and complying with data integrity and security policies. The salary on offer is €35,000.","Dublin"
"341","Commercial Insights Analyst (Network Planning)","Dublin","Ryanair","Strong SQL and data manipulation skills. Experience with various analysis and data visualisation packages such as SAS, Tableau, PowerBI.","Dublin"
"342","QA Analyst - 6 Month Daily Rate - Claims System","Dublin","Brightwater","Functional testing (System, integration, data). QA Analyst - 6 Month Daily Rate Contract - Claims System. Our client are a leading financial services client…","Dublin"
"343","Quantitative Analyst","Dublin","Morgan McKinley","Automates data extraction and data pre-processing tasks, perform ad hoc data analyses, design and maintain complex data manipulation processes, and provide…","Dublin"
"344","Senior Data Analyst (SAS)","Dublin","Reperio Human Capital","Data Analyst, SAS, SQL, Credit Risk. Our client is a start up company who are looking for a Senior Data Analyst to join the team as their first analytical hire.","Dublin"
"345","Senior Core IT Functional / Business Analyst","Louth","CRI Group","Capabilities in data management and data. Senior Core IT Functional / Business Analyst (M/F). In Treasury & Derivatives and Market Risks domains.","Dublin"
"346","Systems Configuration Analyst - 11 month FTC","Shannon, County Clare","AP Credit Life Protection","Communicate with the business on deadlines & issues and ensure that all relevant information & data is provided for the product configuration by escalating and…","Dublin"
"347","Senior Data Analyst","Galway","Collins McNicholas","Ability to work across functions, data sources and cross functional teams in order to understand how to locate and use data points.","Dublin"
"348","Senior Soc Analyst Level 3","Dublin","Reperio Human Capital","Manage customer expectations, onboard data into SIEM support. We are looking for an experienced SOC Analyst who is currently operating as a level 2 and is ready…","Dublin"
"349","Manager, Digital Production Systems","Dublin","Pfizer","We are leading the way in adopting new data, modelling and automated solutions to further digitize and accelerate drug discovery and development with the aim of…","Dublin"
"350","Head of Enterprise EMEA","Dublin","Fivetran","From our founding until now, our mission has remained the same: to remove the engineering burden from data teams by standardizing and fully automating data…","Dublin"
"351","Financial Analyst, FMCG","Dublin West, County Dublin","Accountancy Solutions","Maintenance and analysis of financial data in a commercial forecasting tool. Financial Analyst, FMCG, Dublin City Centre. Add value through commercial analysis.","Dublin"
"352","Sales Operations Analyst","Dublin","Eden Recruitment","3+ years’ experience in an analyst, sales operations role. The ideal candidate should have 3+ years of experience in an analyst or sales operations role.","Dublin"
"353","Software Engineering Manager, Google Works","Dublin","Google","Drive product strategy, design reporting and data solutions to solve business problems while partnering with engineering analysts and program managers to…","Dublin"
"354","Financial Analyst, Retail","South Dublin, County Dublin","Accountancy Solutions","Our client are recognised as a market leader and are looking to recruit a commercially minded Financial Analyst to join their finance team and partner with…","Dublin"
"355","Customer Meeting Italian – Senior Analyst","Cork","Purcell O' Leary","Purcelloleary are working with a Global organisation to recruit for the position Customer Meeting Services owners throughout Europe, Russia, Ukraine & Turkey…","Dublin"
"356","Supply Chain Commercial Analyst (permanent)","Cork","Apple","Extraordinary data analytical skills, including the ability to model, interpret and present data in a way to zero in on what is most impactful.","Dublin"
"357","Solution Design Expert","Dublin","Novartis","Where you’re given opportunities to explore the power of digital and data. 100+mUSD...that’s how much we have spent on our digital transformation journey to…","Dublin"
"358","Content Review Associate - Italian","Dublin","Accenture","Computer savvy, Technologically capable – especially web browsers, and data entry skills. Ability to manage a team of multi-cultural analysts in a fast-paced…","Dublin"
"359","Climate Risk Group Manager - Risk, Banking & O&T","Dublin","Citi","Ability to source and analyze data. Prepare CEP data infrastructure (with O&T, Risk and Banking) to tag and hold relevant climate risk client data.","Dublin"
"360","Data Warehouse Developer","Dublin","Eolas Recruitment","Experience with data quality and data profiling. Design and implement ETL procedures for intake of data from both internal and outside sources, as well as…","Dublin"
"361","Dublin - QA Lead","Dublin","Expleo","Mentor less experienced analysts and motivate others to provide innovative solutions for team improvement. Scoping and creating functional and non-functional…","Dublin"
"362","Quality Control Analyst / Rialú Cáilíochta Anailísí","Dungloe, County Donegal","Webrecruit","The processing and analysis of component data through to final product release. Quality Control Analyst / Rialú Cáilíochta Anailísí.","Dublin"
"363","Commercial Analyst - Gaming Analytics","Dublin","Recruiters","For this role, you need to have a solid understanding of video games and the industry to make sense of the data, financial and behavioral/engagement data is key…","Dublin"
"364","Lead Analyst Chemistry","Athlone, County Westmeath","Eurofins Central Laboratory","To review analytical data for GMP compliance. To document data as dictated by current client policies and procedures. Ability to quickly learn new processes.","Dublin"
"365","AML Rules Sr Analyst","Dublin","PayPal","Structure and refine analysis with the goal of distilling insights from the data. Ability to analyze large sets of complex data, draw meaningful conclusions,…","Dublin"
"366","Laboratory Data Analysis Supervisor","Kildare","Morgan McKinley","The data analysis supervisor would preferably hold experience with RT-PCR data analytical tools, LIMS interaction, ISO accreditation standards and have a clear…","Dublin"
"367","MTR Threat Analyst L2","Cork","Sophos","Experience with enterprise information security data management - SIEM experience. You will work alongside and contribute to a team of cyber threat hunters,…","Dublin"
"368","HRIS Analyst","Dublin","Sanderson Recruitment Plc","Understanding the experience of the employee lifecycle and the corresponding data lifecycle (from input to analysed product).","Dublin"
"369","Salesforce Business Analyst","Galway","Planet","Manage Salesforce.com data feeds and other integrations. Minimum 4 years of experience as a Salesforce.com analyst. Planet acquired 3C Payment in August 2020.","Dublin"
"370","Financial Analyst, WW Real Estate And Development","Cork","Apple","Real Estate & Development (RE&D) Finance is looking for an intellectually curious, self-starter that is highly motivated to support the construction activities…","Dublin"
"371","Contract Compliance and Controls Specialist","Dublin","Majorel","Ability to analyse, present and report data to senior stakeholders. By combining talent, data, and technology we deliver real impact for our partners.","Dublin"
"372","Workday Systems Analyst","Dublin","Allen Recruitment Consulting","Support ongoing reconciliation of absence data between multiple systems. Perform gap analysis of current configuration and make recommendations to improve…","Dublin"
"373","Marketing Cloud Account Executive - Spain","Dublin","Salesforce","Engage with prospect organisations to position salesforce solutions through strategic value based selling, business case definition, ROI analysis, references…","Dublin"
"374","EMEA HR Operations Analyst","Dublin","Manpower","You will conduct audits to ensure data integrity, regulatory and policy compliance. Onboarding Operations: You will provide ""Tier 1 and Tier 2"" tactical…","Dublin"
"375","TPM03278 - IT Business Analyst Global Supply Chain","Dublin","Tandem Project Management Ltd.","The analyst will coordinate the infrastructure and software components of specific tasks necessary for personnel to run their business.","Dublin"
"376","Forensics Investigations Manager","Dublin","Red Tree Recruitment","Due to significant growth, we are currently working on behalf of our client to recruit a Forensics Investigations Manager.","Dublin"
"377","Forensic Investigation Consultants","Dublin","Red Tree Recruitment","Due to unprecedented growth, we are currently working on behalf of our client to recruit a number of Forensics Investigation Consultants.","Dublin"
"378","Tableau Expert","South Dublin, County Dublin","Eolas Recruitment","Support and mentor junior data analysts across different teams. Use data integration tools (e.g. Tableau Prep) and data management languages (e.g. SQL) to…","Dublin"
"379","Workday Systems Analyst Consultant","Dublin","Mackin Talent","Support ongoing reconciliation of absence data between multiple systems. Performed data integrity and gap analyses with strong attention to detail.","Dublin"
"380","HR Systems Analyst","Dublin","Abrivia","This is an opportunity to begin to identify and establish key data sets for business intelligence, to expand organisational knowledge, and to support the…","Dublin"
"381","Salesforce Developer, IRE","Carlow","Unum","Proficient with Salesforce administration, configuration, security, data model and workflow tools (Workflow, Approval Process, Process Builder), lightning,…","Dublin"
"382","Commercial Insights Analyst | Contract","Remote","Recruiters","Must have strong background in data analytics and business analyst skills. Well, the ideal candidate should have 4 years’ (commercial) experience, ideally…","Dublin"
"383","Dutch speaking Quality Analyst","Dublin","Eden Recruitment","Role: Dutch speaking quality analyst. Follow all compliance and security measures relating to client data. Salary: up to €35K DOE.","Dublin"
"384","Sr. Product Analyst - Financial systems","Dublin","Salesforce","Bachelor’s Degree with at least 4 years of hands-on experience as a business system analyst type role implementing and/or leading enterprise software.","Dublin"
"385","Senior Sales Operations Analyst","Dublin","Thermo Fisher Scientific","Proficient in using data visualizations tools e.g PowerBI. Skilled in producing quantitative analysis & data visualisations to tell the story behind the numbers…","Dublin"
"386","Model Optimization Specialist (Russian)","Dublin","TikTok","Experience in ads/content safety or quality analyst related experiences is a plus; Deliver routine tasks such as labelling advertisement data to standardize and…","Dublin"
"387","Operations Analyst – Aviation","Dublin","The Panel","Our client, a global player in the aircraft leasing industry. Due to ongoing growth across the business they are now keen to add to their established operations…","Dublin"
"388","Buying Development Analyst (Route Development)","Dublin","Ryanair","Provide market data and analysis. Analytical, able to source, produce and draw conclusions from data and reports. Strong computer skills, especially with Excel.","Dublin"
"389","SAP Business Warehouse specialist","Cork","PepsiCo","Designing, developing and governing data load processes and procedures. Designing and developing architectures in SAP BW & Bex Queries across finance, supply…","Dublin"
"390","Quality Analyst-Dublin hub-Dutch","Dublin","TikTok","Conduct root cause data analysis and summary. Conduct quality assessment work by ensuring and evaluating the quality delivery of the content reviewed in…","Dublin"
"391","Temp QC Analyst (Raw Materials)","Limerick","Regeneron","Gathers data and documents test results. Completes test records and reviews data. Summary: Performs a variety of chemical or biological analyses on raw…","Dublin"
"392","Commercial Analyst, FMCG","Dublin","Accountancy Solutions","Our client is among the top brands in Ireland. They are recognised as a leader and are looking to recruit a commercially minded Analyst to join their finance…","Dublin"
"393","SAP Data Migration Lead IT","Dublin","PFH Technology Group","Knowledge of structured data environments. Experience working on projects with significant data migration requirements. Detailed knowledge of database concepts.","Dublin"
"394","Senior Business Analyst","Dublin","Experis UK & Ireland","Experience of system interfacing and the ability to work and design data sources for reporting highly desired. Excellent facilitation and communication skills.","Dublin"
"395","Solutions Architect – Data","Dublin","Eolas Recruitment","Work alongside data engineers, data scientists, developers, analysts and business users. Research, develop & implement architectural best practice for data …","Dublin"
"396","Business Intelligence Analyst","Cork","Morgan McKinley","Hands-on experience with relational databases, data modelling, and data visualisation tools to deliver results; PowerBI and Tableau.","Dublin"
"397","Senior Cyber Incident Response Analyst","Dublin","Integrity360","Logical thought mindset and experience developing reusable processes / data architectures. Integrity360 is the largest specialist IT security consultancy in the…","Dublin"
"398","Finance Analyst Qualified Accountant Tech Co","Dublin","Principle HR","Ability to analyse data, dashboarding and data modelling experience would be especially useful. Have gained experience working with large volumes of data.","Dublin"
"399","Technical Analyst","County Mayo","Wallace Myers International","Carry out data calculations and basic statistics. Our Client a Pharmaceutical Company in Mayo are seeking an experienced Technical Analyst for their Team.","Dublin"
"400","Quality Analyst-Dublin hub-Turkish","Dublin","Bytedance","Conduct root cause data analysis and summary. Conduct quality assessment work by ensuring and evaluating the quality delivery of the content reviewed in…","Dublin"
"401","HR Systems Analyst","Dublin","HR Search","Understanding the experience of the employee lifecycle and the corresponding data lifecycle. Our client, a leading global organisation, is seeking an…","Dublin"
"402","IT Systems Analyst","Dublin","Eolas Recruitment","Good appreciation of data and data modelling. This role works as part of the Systems Analyst team specializing in infrastructure projects.","Dublin"
"403","EMEA Benefits & Payroll Administration Analyst","Cork","Apple","Reporting on and reconciliation of benefits & pay data, as appropriate. Apple is a place where extraordinary people gather to do their best work.","Dublin"
"404","Senior Data Scientist","Dublin","Reperio Human Capital","4+ years experience working in data analytics and building models. In this role you will be working with large amount of data and building models.","Dublin"
"405","Global Demand Control Analyst","Galway","Collins McNicholas","The Global Demand Control Analyst is responsible for managing change in the short-term. The incumbent is also responsible for monitoring the performance of the…","Dublin"
"406","Business Analyst with Agile and PL/SQL experience in Dublin, Ireland","Dublin","NLB Services Inc","PL/ SQL experience is a mandatory as person needs to work on data related projects. As a Business Consultant, within the Banking Consulting Group, the person…","Dublin"
"407","Business Intelligence Analyst - Biotechnology","Limerick","IT Search","The ideal candidates will possess a real instinct for ensuring that data projects and data documentation align. A blend of knowledge of different data rolls.","Dublin"
"408","Treasury Analyst","Dublin","The Panel","Static data maintenance of the Treasury Management System. Our client, an international finance servicer, is currently seeking a Treasury Analyst to join their…","Dublin"
"409",".Net Engineer","Dublin","Sage","You’ll be joining a team of developers, designers, testers and analysts who build innovative cloud products and services, combined with handling lots of data.","Dublin"
"410","Global P2P Compliance Senior Analyst","Cork","Eli Lilly","Introduce continuous monitoring steps that help us effectively detect and correct inaccurate or incomplete compliance data.","Dublin"
"411","Senior Health & Safety Risk Analyst - Dublin or Letterkenny, IR","Dublin","UnitedHealth Group","Conducting timely administrative tasks, data gathering and logging/tracking safety monitoring and information for KPI’s, gap analysis, audit summaries and risk…","Dublin"
"412","Sales Development Manager","Dublin","Segment","Today product managers, analysts, and marketers spend too much time searching for the data needed to understand the impact of the work being done.","Dublin"
"413","Process Analyst - French Speaking","Shannon, County Clare","AP Credit Life Protection","Capable of absorbing and deciphering/interpreting data accurately. The Process Analyst will play an important role in continuous improvements initiatives,…","Dublin"
"414","Supply Chain Business Analyst","Galway","Abbott Laboratories","Minimum of 2 to 3 years of planning or data analyst experience in a supply chain environment. Design and deploy processes to collate detailed planning data…","Dublin"
"415","Manager Supply Logistics Materials Planning","Limerick","Regeneron","Summary: Functions as part of Supply Chain Logistics and is responsible for IOPS resources needed to meet the manufacturing production schedule, supports…","Dublin"
"416","Senior Product Analyst - Risk","Dublin","Circle","3+ years' experience as Data Analyst in a data intensive environment, working with large data sets. Advanced SQL skills required (postgreSQL, Redshift, Athena)…","Dublin"
"417","Data Scientist","Cork","Reperio Human Capital","Our client's IT team is going through a very exciting transformation at the moment and are looking to step up the way in which they use their data, creating and…","Dublin"
"418","Immunoassay Manager Scientist","Roscommon","Dillon Engineering Services","Scheduling daily tasks to analyst, ensuring appropriate workload is not exceeded. Responsible for providing feedback on performance to analysts working on…","Dublin"
"419","QC Team Leader","Galway","Mylan","Lead the chromatography and wet chemistry training of QC analysts. Review and approve non-chromatographic and chromatographic data. Role will make an impact:","Dublin"
"420","Account Executive (German speaking)","Dublin","Segment","Segment standardizes and streamlines data infrastructure with a single platform that collects, unifies, and sends data to hundreds of business tools with the…","Dublin"
"421","Senior Business Systems Analyst","Dublin","Abbott Laboratories","Experience handling data privacy requirements such as GDPR, CCPA or country specific privacy requirements highly desired.","Dublin"
"422","Workday Systems Analyst Consultant","Dublin","Morgan McKinley","Support ongoing reconciliation of absence data between multiple systems. Performed data integrity and gap analyses with strong attention to detail.","Dublin"
"423","SENIOR RISK ANALYST","Dublin","Broadgate Search","Supports the development and maintenance of the operational risk methodology policy through data gathering risk review and benchmarking analysis.","Dublin"
"424","Digital Sales Representative - Denmark - Top Unmanaged SMB","Dublin","Microsoft","This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…","Dublin"
"425","Senior Market Risk Analyst","Dublin","Morgan McKinley","Liaise with quantitative research analysts where necessary. Liaise with Operations and Trading to verify the accuracy of position data, P&L figures and pricing…","Dublin"
"426","Business Analyst - Stress Testing","Dublin","CRISIL LIMITED","Exposure to credit risk data or market risk principles including valuation and pricing models (not modellers). Title: * Business Analysts or PMs Stress testing.","Dublin"
"427","Snr Associate QC","Dublin","ScientificJobs.ie","Job Type:Fixed Term Contract. May be suitable for: QA Analyst. We’re currently recruiting for an exciting opportunity with an award-winning pharmaceutical…","Dublin"
"428","AbbVie Lab Supervisor","Cork","Abbvie","Review analytical data and approve and release material as defined in relevant procedures. In addition, you will maintain technical and systems excellence in…","Dublin"
"429","Crisis Management Lead Analyst","Dublin","Citi","Demonstrated experience to collect, organize, analyze, evaluate, and interpret complex data with a strong understanding and application of analytical techniques…","Dublin"
"430","Model Optimization Specialist (Arabic)","Dublin","TikTok","Experience in ads/content safety or quality analyst related experiences is a plus; Deliver routine tasks such as labelling advertisement data to standardize and…","Dublin"
"431","Marketing Manager UK & IRE","Dublin","Fivetran","From our founding until now, our mission has remained the same: to remove the engineering burden from data teams by standardizing and fully automating data…","Dublin"
"432","Customer Service Operations Analyst","Dublin","Ryanair","Provide customer data and insight to the business in order to improve Customer Experience. Use appropriate tools to ensure all impact assessments and data…","Dublin"
"433","Consulting - Senior Data Analyst - Solutions Engineer","Dublin","Deloitte","About the teamOur analytics team are data enthusiasts, eager to explore and discover hidden insights within data that can provide real value to our clients.","Dublin"
"434","Consulting - Senior Data Analyst - Senior Solutions Engineer","Dublin","Deloitte","About the teamOur analytics team are data enthusiasts, eager to explore and discover hidden insights within data that can provide real value to our clients.","Dublin"
"435","e-Business Data & Content Administrator – Wexford","Wexford","Hartley People","Strong IT skill base with excellent data analysis capabilities. Assist the Sales & Management Teams in communicating and analysing C4C data output.","Dublin"
"436","Junior Commercial Analyst","Cork","Morgan McKinley","Accurate data entry and attention to detail. Administer the approval process of the sales budgets - MDF, Listing Fees & Promotions.","Dublin"
"437","Performance Analyst, Fund Manager - 6 Month FTC","Dublin","Top Tier Recruitment","Ensuring that performance statistics and reference data is accurate and up to date. A minimum of two years’ experience in a similar performance or portfolio…","Dublin"
"438","QA Tester (Investments / Fixed Income / Treasury)","Dublin","Brightwater","Functional testing (System, integration, data). They have an immediate requirement for a QA analyst for initially a 6-month contract but which may extend.","Dublin"
"439","Technical Analyst","County Mayo","Thornshaw Scientific Recruitment","Carry out data calculations and basic statistics. Posted date 16 November 2020. This role shall report to the Biosafety & Bioassay Development Manager.","Dublin"
"440","Trust and Safety EMEA Quality Manager","Dublin","TikTok","Strong communication and data analysis skills. Grow the local content moderation quality teams and oversee their management.","Dublin"
"441","Accounts Payable Analyst - Nordics","Dublin","Glen Dimplex Europe Holdings Ltd","By submitting your application, you agree that Glen Dimplex may collect your personal data for recruiting and related purpose. Reporting to: P2P Team Lead.","Dublin"
"442","Senior QC Analyst - Biochemistry & Cell Biology","Dunboyne, County Meath","Merck","Review and approve Analytical Testing data. An amazing opportunity has arisen for a Senior QC Analyst in Biochemistry & Cell Biology at Dunboyne Biologics, our…","Dublin"
"443","Learning Program Manager","Dublin","eBay Inc.","Ability to engage key stakeholders and simplify complex data. (Ability to tell the story versus present data). Owns the T2P project plan with actions.","Dublin"
"444","Senior Portfolio Analyst – Credit Risk","Dublin","FK International - Financial Search & Selection","Relevant experience performing data analysis and data modelling (Credit/Banking specific experience would be a benefit).","Dublin"
"445","Business Analyst - MS Dynamics, Contract","Dublin","Reperio Human Capital","Experience in analysing data, data mapping and data migration. Business Analyst, Contract, MS Dynamics, Microsoft Stack.","Dublin"
"446","Embedded Linux Firmware Developer – Dublin/Remote","Dublin","Hartley People","Experience of working with vehicle telematics data, including CAN bus. Experience of acquisition / processing of sensor data, e.g. IMU, GPS.","Dublin"
"447","SAP ABAP Developer","Limerick","General Motors","SAP ABAP experience on conversions for high volume data. Experience in Loftware, Open Text & data archiving technologies. Experience in SAP ECC, EWM,.","Dublin"
"448","Senior QC Analyst","Sligo","Team Horizon","Calculation of results and reporting of data, including trend analysis as required. Strong analytical skills, ability to analyze data and trends and draw…","Dublin"
"449","Senior Nurse Analyst","Dublin","TCP Homecare","To maintain the highest standards of record keeping and ensure accurate input of data onto IT systems. The Senior Nurse Analyst is an office based nursing…","Dublin"
"450","Workday Systems Analyst Consultant","Dublin","Mackin","Support ongoing reconciliation of absence data between multiple systems. Performed data integrity and gap analyses with strong attention to detail.","Dublin"
"451","IT Risk and Compliance Analyst","Limerick","PBRecruitment Ltd.","A good understanding of ISO 27001 standards, of how data is managed across an enterprise and how data is controlled and used. IT Risk and Compliance Analyst *.","Dublin"
"452","Associate Director/Director Sovereigns for our Dublin, Ireland Office","Dublin","Kroll Bond Rating Agency, LLC","Excellent understanding of macroeconomic and political developments particularly in Europe; knowledge of quantitative and qualitative sovereign credit metrics…","Dublin"
"453","Senior Data Engineer","Dublin","Shutterstock","Knowledge of SQL, data modeling and data warehousing concepts. In this role you will be bringing modern data technologies and practices to enable our talented…","Dublin"
"454","Senior SIEM Consultant","Dublin","GCS Recruitment Ireland","Configuring log sources, complex data on-boarding and troubleshooting log stoppages. This is a technical role to lead SIEM consultancy efforts and mentor a team…","Dublin"
"455","Operations Demand Analyst (perm)","Cork","Apple","You will prepare partner demand data, and conduct detailed analysis to minimise forecast error. You will need strong analytical abilities, and should be able to…","Dublin"
"456","HR Systems Administrator","South Dublin, County Dublin","Link Personnel Services","Reconciliation of SelectHR data to 3E data and liaising with Finance on discrepancies. Producing regular and ad hoc reports and analysing system data.","Dublin"
"457","IT Project Manager","South Dublin, County Dublin","Link Personnel Services","Adhere to data classifications and handling rules. Experience working on the migration of data from one system to another.","Dublin"
"458","UK Quality Assurance specialist","County Cork","Amazon Dev Centre Ireland Ltd","Lead a team of five support operations analysts. The team will on-board native speaking auditing resources for each CS language, creating a central standardized…","Dublin"
"459","Senior Digital Analyst","Dublin","TalentHub","Likely job titles/previous roles would be commercial analyst, data analyst, online marketing or conversion rate optimisation specialist.","Dublin"
"460","Business Analyst - Customer Experience","Cork","Morgan McKinley","Identify opportunities from within the data analysis. Ability to make strong recommendations and will drive the use of data behind all activities.","Dublin"
"461","Application Support Engineer / Analyst","Dublin","The Panel","Strong knowledge of supporting data systems and producing data reports to help in decision making. 2+ years of Business Data Analytics Tools knowledge,…","Dublin"
"462","Data Modeller","Dublin","Ryanair","Solid understanding of data warehouse, BI architecture and related concepts. ETL programming skills, including experience with large code bases, complex data…","Dublin"
"463","IT Application Support – SQL Server","South Dublin, County Dublin","Eolas Recruitment","My client who is based in the Southside Dublin is looking for an Application Support Analyst with a strong knowledge of SQL and some DBA knowledge.","Dublin"
"464","Senior Business Analyst","Dublin","realTime","Deep understanding of data modelling and strong analytical capabilities. Demonstrate in-depth technical capabilities and professional knowledge in operational…","Dublin"
"465","Molecular Biologist Supervisor","County Sligo","Dillon Engineering Services","Responsible for providing feedback on performance to analysts working on Client specific projects. Responsible for ensuring all raw data and test results…","Dublin"
"466","QC Analyst Biopharma","Waterford","FRS Recruitment","Able to perform moderately complex and complex laboratory activities including method development, validation and data interpretation.","Dublin"
"467","Account Executive, Traditional Media Agency (German)","Dublin","Google","Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends.","Dublin"
"468","Commercial Financial Analyst","County Mayo","FRS Recruitment","Analyze and evaluate budget and forecast data, calculations and underlying assumptions from both a business and financial perspective.","Dublin"
"469","Insights Manager","Kildare","Abrivia","You have a love of extracting, interpreting, manipulating, summarising high level data and presenting in a concise fashion on PowerPoint for decision making.","Dublin"
"470","Senior Finance Analyst – EMEA","Sligo","LiveTiles","Ability to correlate and analyse data from a wide variety of sources and develop an understanding of business performance based on this data.","Dublin"
"471","Model Optimization Specialist (Polish)","Dublin","TikTok","Experience in ads/content safety or quality analyst related experiences is a plus; Deliver routine tasks such as labelling advertisement data to standardize and…","Dublin"
"472","Analytical Development Chemist","Cork","Thermo Fisher Scientific","Complete analytical data collection, interpretation and characterization of compounds while ensuring proper documentation of experimental data is adhered to.","Dublin"
"473","Field Alliances Manager, Technology Partners - EMEA","Dublin","Fivetran","From our founding until now, our mission has remained the same: to remove the engineering burden from data teams by standardizing and fully automating data…","Dublin"
"474","Senior Credit Analyst","South Dublin, County Dublin","FK International - Financial Search & Selection","Business analytics and ability to interpret market data using Excel and web-based systems. FK International, have been engaged by a leading Irish Plc, who have…","Dublin"
"475","Senior Molecular Biologist","County Sligo","Dillon Engineering Services","Interpret data and troubleshoot assays. Our client, a major player in the global life science sector is looking to build a Molecular Biology Team to join their…","Dublin"
"476","QC Analyst (Raw Materials)","Limerick","Regeneron","Gathers data and documents test results. Completes test records and reviews data. Summary: Performs a variety of chemical or biological analyses on raw…","Dublin"
"477","TA Analyst","Cork","Eli Lilly","Be a subject matter expert in your area of recruitment through knowledge of market data and a strong understand of the GBS business.","Dublin"
"478","Commercial Finance Analyst","Dublin","Ryanair","A commercial mindset with the ability to communicate financial data in a simple and concise manner. Ryanair Holdings plc, Europe’s largest airline group, is the…","Dublin"
"479","SAP Master Data Specialist","Galway","Morgan McKinley","Experience and knowledge in data quality improvement. As the Master Data Specialist, you will report to the Master Data Manager and work closely with Analysts,…","Dublin"
"480","Senior Talent Acquisition Business Partner","Cork","Eli Lilly","Be a subject matter expert in your area of recruitment through knowledge of market data and a strong understand of the GBS business.","Dublin"
"481","Risk Insurance Consultant","Dublin","Finalyse","Act as subject matter expert, business or functional analyst in different risk insurance domains (SII, ALM, ORSA,...).","Dublin"
"482","AWS Lead Data Engineer","Dublin","ResMed","The Lead Data Engineer will support our architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is…","Dublin"
"483","Senior Continuous Improvement Analyst","Galway","TE Connectivity","Our broad range of connectivity and sensor solutions, proven in the harshest environments, enable advancements in transportation, industrial applications,…","Dublin"
"484","Senior eDiscovery Associate","Dublin","Red Tree Recruitment","ISO 27001 Certification – protection of privacy, integrity, and accessibility of data information in the Cyberspace. Leading/Managing teams in eDiscovery.","Dublin"
"485","Molecular Biologist Senior","County Roscommon","Dillon Engineering Services","Interpret data and troubleshoot assays. Our client, a major player in the global life science sector is looking to build a Molecular Biology Team to join their…","Dublin"
"486","QC Mycoplasma Senior Specialist","Dublin","PSC Biotech","Maintain data integrity and ensure compliance with company SOPs, specifications and cGMP regulations. The candidate will provide support to the team and other…","Dublin"
"487","Snr. Software Engineer Conversation Service","Galway","Genesys","You have worked with and understand SQL, NoSQL, or Key-Value data storage technologies. With a strong track record of innovation and a never-ending desire to be…","Dublin"
"488","Digital Sales Representative - Spain - Top Unmanaged SMB","Dublin","Microsoft","This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…","Dublin"
"489","Model Optimization Specialist (Russian)","Dublin","Bytedance","Experience in ads/content safety or quality analyst related experiences is a plus; Deliver routine tasks such as labelling advertisement data to standardize and…","Dublin"
"490","Supply Chain Analyst, FMCG","Dublin West, County Dublin","Accountancy Solutions","Maintenance and analysis of financial data in a commercial forecasting tool. Our client is a global FMCG brand. The main duties of the role will include:","Dublin"
"491","Laboratory Supervisor - Biosafety & Cell Based Assay","Ballina, County Mayo","Charles River Laboratories","Scheduling daily tasks to analyst, ensuring appropriate workload is not exceeded. Responsible for providing feedback on performance to analysts working on…","Dublin"
"492","Software Engineer","Dublin","Intercom","You'll be part of one of our multidisciplinary product teams, where you will build both back-end and front-end systems, and work closely with designers, product…","Dublin"
"493","Full Stack Software Engineer","Cork","GlobeTech","Analyse and operate on very large data sets. GlobeTech is a global provider of software localisation, translation, QA and data analysis to the multinational IT…","Dublin"
"494","Immunoassay Supervisor","County Mayo","Thornshaw Scientific Recruitment","Scheduling daily tasks to analyst, ensuring appropriate workload is not exceeded. Posted date 30 November 2020. This main duties & responsibilities shall be:","Dublin"
"495","Senior Frontend Engineer","Dublin","Toast","Toast stores data in a set of sharded Postgres databases and utilizes Apache Spark for large scale data workloads including query and batch processing.","Dublin"
"496","Junior SQL Developer","Galway","Reperio Human Capital","2+ years experience working in a data analytical role. Junior SQL Developer, Power BI, Data Analyst. Our client is a multinational organisation with offices in…","Dublin"
"497","Model Optimization Specialist (Arabic)","Dublin","Bytedance","Experience in ads/content safety or quality analyst related experiences is a plus; Deliver routine tasks such as labelling advertisement data to standardize and…","Dublin"
"498","Senior Compliance Officer","Dublin","Abrivia","Job Skill: compliance advisor, compliance analyst, compliance manager, compliance officer, compliance specialist. Applications are in strict confidence.","Dublin"
"499","Analytical Review Job - Flexible Hours","Waterford","FRS Recruitment","QC Data Review Job - Flexible Work Arrangements - Days role- Waterford. If you're interested in working for a successful and dynamic pharmaceutical company in…","Dublin"
"500","Data Architect","Dublin","realTime","Implementation of data governance practices. Create highly available, highly scalable data solutions. Work alongside the infrastructure teams to design an…","Dublin"
"501","SAP Integration Lead","Cork","PepsiCo","We are currently looking for an SAP Integration lead to join our IT in Carrigaline on a permanent basis. We are the concentrate team in PepsiCo (PGCS) working…","Dublin"
"502","Digital Sales Representative - UK - Top Unmanaged SMB","Dublin","Microsoft","This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…","Dublin"
"503","Sr Business Intelligence Engineer","Dublin","Amazon Ireland Sup Svcs Ltd","Implement data ingestion routines both real time and batch using best practices in data modeling, ETL/ELT processes leveraging AWS technologies and Big data…","Dublin"
